method,task,regime,split,seed,episodes,success_rate,mechanism_f1,invalid_repair_rate,repeat_failure_rate,damage_rate,diagnostic_probe_cost,calibration_error
observed_only_planner,drawer_contact_repair,actuator_lag,long_horizon,6,72,0.388889,0.227620,0.360154,0.339297,0.130025,0.064976,0.146906
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,0,72,0.375000,0.191092,0.393587,0.367764,0.132482,0.075293,0.154894
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,1,72,0.486111,0.187432,0.390976,0.370942,0.133937,0.064552,0.155393
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,2,72,0.458333,0.188043,0.392484,0.372029,0.135402,0.071161,0.156072
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,3,72,0.347222,0.196670,0.397536,0.372067,0.135377,0.069413,0.158277
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,4,72,0.333333,0.180062,0.388159,0.371700,0.135489,0.072726,0.155678
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,5,72,0.291667,0.194763,0.393878,0.372976,0.134733,0.071149,0.157343
observed_only_planner,drawer_contact_repair,actuator_lag,sparse_observation,6,72,0.347222,0.204656,0.385455,0.364120,0.139346,0.067351,0.160045
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,0,72,0.361111,0.202811,0.395244,0.373123,0.137556,0.071331,0.154978
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,1,72,0.388889,0.176635,0.395214,0.374621,0.137411,0.067515,0.158344
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,2,72,0.347222,0.190982,0.396304,0.374514,0.139438,0.068240,0.161900
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,3,72,0.388889,0.195085,0.387482,0.376580,0.140630,0.075916,0.155906
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,4,72,0.333333,0.196974,0.387282,0.375153,0.135402,0.072018,0.155500
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,5,72,0.263889,0.181643,0.393922,0.379065,0.137048,0.068088,0.160446
observed_only_planner,drawer_contact_repair,actuator_lag,combined_stress,6,72,0.375000,0.203631,0.397424,0.377599,0.137640,0.069368,0.154442
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,0,72,0.277778,0.232095,0.360629,0.343072,0.125336,0.063721,0.149834
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,1,72,0.500000,0.235659,0.351043,0.329076,0.127114,0.072977,0.146501
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,2,72,0.486111,0.243666,0.352014,0.337999,0.125607,0.068674,0.150699
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,3,72,0.444444,0.240305,0.346494,0.327475,0.128151,0.060650,0.150890
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,4,72,0.430556,0.234494,0.349380,0.338113,0.122140,0.055612,0.148384
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,5,72,0.444444,0.241247,0.352568,0.333605,0.129313,0.068218,0.146892
observed_only_planner,drawer_contact_repair,payload_shift,in_distribution,6,72,0.458333,0.241341,0.352077,0.334107,0.128328,0.062986,0.144192
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,0,72,0.444444,0.223842,0.377175,0.357439,0.137858,0.068595,0.152145
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,1,72,0.486111,0.197173,0.381545,0.355778,0.135252,0.063959,0.160523
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,2,72,0.375000,0.211716,0.375052,0.357529,0.132712,0.060793,0.154630
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,3,72,0.361111,0.205367,0.378653,0.352853,0.135720,0.068369,0.157962
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,4,72,0.361111,0.218475,0.373590,0.347966,0.133714,0.075089,0.149385
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,5,72,0.375000,0.212115,0.385474,0.351127,0.136166,0.073740,0.157508
observed_only_planner,drawer_contact_repair,payload_shift,hidden_mechanism,6,72,0.402778,0.212580,0.372007,0.349425,0.133084,0.071104,0.150883
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,0,72,0.388889,0.220873,0.372011,0.358232,0.129931,0.060978,0.153435
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,1,72,0.347222,0.213813,0.371566,0.350345,0.133352,0.071058,0.156103
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,2,72,0.375000,0.217496,0.368412,0.350047,0.132669,0.070108,0.154224
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,3,72,0.277778,0.204599,0.373396,0.348568,0.130340,0.063437,0.153167
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,4,72,0.388889,0.234251,0.367212,0.350667,0.131297,0.066335,0.153446
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,5,72,0.347222,0.223530,0.377080,0.354286,0.128549,0.061762,0.151220
observed_only_planner,drawer_contact_repair,payload_shift,long_horizon,6,72,0.430556,0.236477,0.362480,0.343978,0.132725,0.065712,0.149298
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,0,72,0.236111,0.193913,0.405665,0.374235,0.142822,0.062261,0.155331
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,1,72,0.430556,0.186318,0.403346,0.377804,0.135976,0.064165,0.159530
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,2,72,0.319444,0.199028,0.400805,0.379117,0.139560,0.077051,0.161021
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,3,72,0.236111,0.179649,0.403722,0.376750,0.136523,0.069933,0.157918
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,4,72,0.375000,0.191414,0.396514,0.379033,0.142462,0.060875,0.156762
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,5,72,0.402778,0.192818,0.400266,0.375732,0.140328,0.073647,0.161136
observed_only_planner,drawer_contact_repair,payload_shift,sparse_observation,6,72,0.347222,0.182617,0.402152,0.386061,0.140426,0.072321,0.162752
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,0,72,0.388889,0.200434,0.403317,0.389906,0.138474,0.073386,0.165663
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,1,72,0.402778,0.198941,0.401029,0.389141,0.143480,0.075174,0.166445
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,2,72,0.305556,0.186984,0.410286,0.386260,0.141905,0.079861,0.160819
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,3,72,0.347222,0.172020,0.404097,0.386168,0.138155,0.076904,0.160046
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,4,72,0.347222,0.180719,0.410652,0.396503,0.143123,0.069810,0.161622
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,5,72,0.250000,0.203083,0.402112,0.386168,0.138225,0.063407,0.160365
observed_only_planner,drawer_contact_repair,payload_shift,combined_stress,6,72,0.347222,0.183115,0.409401,0.390620,0.139831,0.069189,0.163391
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,0,72,0.416667,0.216495,0.389558,0.360330,0.141721,0.071893,0.166392
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,1,72,0.375000,0.213359,0.391232,0.377452,0.142582,0.071393,0.163179
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,2,72,0.444444,0.214331,0.396295,0.374956,0.137229,0.069887,0.168349
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,3,72,0.375000,0.217880,0.395797,0.372421,0.140314,0.070807,0.165693
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,4,72,0.347222,0.221708,0.394033,0.368150,0.136777,0.059676,0.164202
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,5,72,0.347222,0.224008,0.392697,0.371500,0.138385,0.071429,0.160872
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,6,72,0.277778,0.233122,0.387122,0.360844,0.138233,0.068087,0.162764
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,0,72,0.277778,0.199470,0.417427,0.382861,0.146544,0.070119,0.175256
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,1,72,0.291667,0.205894,0.408911,0.393715,0.149504,0.067773,0.175495
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,2,72,0.305556,0.209582,0.404565,0.397584,0.144370,0.075215,0.172741
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,3,72,0.361111,0.199335,0.409333,0.388933,0.149164,0.071347,0.173796
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,4,72,0.319444,0.191140,0.413570,0.396989,0.143405,0.072006,0.171325
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,5,72,0.347222,0.193262,0.412213,0.390587,0.142924,0.074634,0.171645
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,6,72,0.361111,0.203617,0.411081,0.396161,0.144109,0.071417,0.173215
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,0,72,0.333333,0.205121,0.412035,0.389470,0.144996,0.069518,0.169781
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,1,72,0.236111,0.204647,0.407833,0.392392,0.143582,0.076598,0.171922
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,2,72,0.333333,0.201261,0.409391,0.388482,0.140271,0.065062,0.169222
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,3,72,0.291667,0.218922,0.406736,0.394350,0.141957,0.082895,0.174856
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,4,72,0.305556,0.185827,0.407109,0.395580,0.151483,0.070642,0.174775
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,5,72,0.375000,0.200340,0.399149,0.398145,0.145055,0.071609,0.171788
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,6,72,0.236111,0.222734,0.410664,0.391718,0.143320,0.071717,0.167319
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,0,72,0.291667,0.180389,0.440187,0.421797,0.152525,0.073353,0.183148
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,1,72,0.250000,0.166369,0.433903,0.418188,0.153856,0.080554,0.178774
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,2,72,0.166667,0.174501,0.437501,0.419295,0.152256,0.075706,0.182326
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,3,72,0.388889,0.161605,0.435353,0.421145,0.154020,0.076528,0.180891
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,4,72,0.263889,0.176382,0.432010,0.422622,0.154529,0.072892,0.178253
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,5,72,0.250000,0.162109,0.437860,0.416083,0.154763,0.072896,0.180073
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,6,72,0.361111,0.156284,0.435783,0.426030,0.148768,0.076976,0.182787
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,0,72,0.263889,0.164075,0.449679,0.418536,0.156470,0.087674,0.179281
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,1,72,0.194444,0.152411,0.448007,0.417814,0.155532,0.073184,0.184612
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,2,72,0.250000,0.156180,0.437811,0.420718,0.160907,0.073773,0.180662
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,3,72,0.250000,0.159264,0.444398,0.418659,0.156766,0.074752,0.184111
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,4,72,0.194444,0.161416,0.439880,0.418850,0.152135,0.077252,0.182911
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,5,72,0.333333,0.148268,0.445828,0.421586,0.151069,0.081584,0.179399
observed_only_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,6,72,0.263889,0.154114,0.432155,0.424515,0.155512,0.083084,0.179877
observed_only_planner,deformable_bin_pick,nominal,in_distribution,0,72,0.513889,0.268779,0.298519,0.273248,0.102691,0.055178,0.114266
observed_only_planner,deformable_bin_pick,nominal,in_distribution,1,72,0.555556,0.279785,0.303693,0.276728,0.103666,0.058973,0.117713
observed_only_planner,deformable_bin_pick,nominal,in_distribution,2,72,0.541667,0.265791,0.294667,0.280058,0.102200,0.052833,0.111660
observed_only_planner,deformable_bin_pick,nominal,in_distribution,3,72,0.569444,0.265861,0.301390,0.264384,0.103464,0.061301,0.111132
observed_only_planner,deformable_bin_pick,nominal,in_distribution,4,72,0.472222,0.265588,0.292108,0.267883,0.103797,0.053577,0.110155
observed_only_planner,deformable_bin_pick,nominal,in_distribution,5,72,0.527778,0.273246,0.297453,0.273388,0.099771,0.056106,0.110408
observed_only_planner,deformable_bin_pick,nominal,in_distribution,6,72,0.472222,0.258219,0.290949,0.279859,0.101401,0.054981,0.119319
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,0,72,0.625000,0.222856,0.317785,0.302636,0.113740,0.061155,0.127804
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,1,72,0.458333,0.237159,0.321642,0.294862,0.114108,0.059551,0.122460
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,2,72,0.430556,0.235182,0.320171,0.301073,0.114208,0.058211,0.123596
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,3,72,0.555556,0.253631,0.310455,0.299681,0.108287,0.057141,0.124153
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,4,72,0.416667,0.235421,0.327037,0.300418,0.108271,0.058255,0.118384
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,5,72,0.472222,0.273906,0.312980,0.308374,0.112347,0.052205,0.116929
observed_only_planner,deformable_bin_pick,nominal,hidden_mechanism,6,72,0.569444,0.231024,0.321790,0.299075,0.112127,0.059329,0.120369
observed_only_planner,deformable_bin_pick,nominal,long_horizon,0,72,0.527778,0.263316,0.321170,0.293065,0.111815,0.056076,0.125181
observed_only_planner,deformable_bin_pick,nominal,long_horizon,1,72,0.513889,0.266557,0.316380,0.291593,0.111101,0.064377,0.119400
observed_only_planner,deformable_bin_pick,nominal,long_horizon,2,72,0.430556,0.244627,0.305761,0.287117,0.112584,0.065561,0.120843
observed_only_planner,deformable_bin_pick,nominal,long_horizon,3,72,0.486111,0.249131,0.306290,0.285832,0.111607,0.059010,0.122761
observed_only_planner,deformable_bin_pick,nominal,long_horizon,4,72,0.569444,0.248336,0.313346,0.281127,0.110606,0.058116,0.121415
observed_only_planner,deformable_bin_pick,nominal,long_horizon,5,72,0.513889,0.256092,0.304391,0.290805,0.109869,0.061611,0.115480
observed_only_planner,deformable_bin_pick,nominal,long_horizon,6,72,0.472222,0.241599,0.311854,0.289915,0.110072,0.061980,0.117741
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,0,72,0.486111,0.213310,0.348761,0.326455,0.118581,0.064357,0.125669
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,1,72,0.458333,0.215745,0.334939,0.314320,0.115779,0.067852,0.123652
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,2,72,0.486111,0.205734,0.342495,0.319661,0.121286,0.064479,0.124599
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,3,72,0.402778,0.210148,0.344323,0.317399,0.117956,0.060810,0.127397
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,4,72,0.402778,0.233270,0.343365,0.326383,0.119083,0.065568,0.128711
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,5,72,0.416667,0.216487,0.350860,0.318241,0.122802,0.062632,0.124097
observed_only_planner,deformable_bin_pick,nominal,sparse_observation,6,72,0.319444,0.198979,0.342105,0.318588,0.113535,0.067699,0.126520
observed_only_planner,deformable_bin_pick,nominal,combined_stress,0,72,0.319444,0.218127,0.351277,0.314859,0.118466,0.066191,0.130516
observed_only_planner,deformable_bin_pick,nominal,combined_stress,1,72,0.416667,0.212979,0.339163,0.317227,0.117664,0.061897,0.126883
observed_only_planner,deformable_bin_pick,nominal,combined_stress,2,72,0.472222,0.228521,0.344817,0.316099,0.114437,0.063220,0.129292
observed_only_planner,deformable_bin_pick,nominal,combined_stress,3,72,0.305556,0.212991,0.346256,0.323691,0.117615,0.058381,0.131336
